OD ID,Origin,Destination,HDV Demand,EV Demand
12->53,12,53,0.0,0.0
12->54,12,54,0.0,0.0
12->55,12,55,146.285293,0.0
12->56,12,56,146.285293,0.0
12->57,12,57,0.0,0.0
12->58,12,58,0.0,0.0
12->59,12,59,0.0,0.0
12->60,12,60,0.0,0.0
12->61,12,61,0.0,0.0
12->62,12,62,0.0,0.0
12->63,12,63,0.0,0.0
12->64,12,64,0.0,0.0
12->65,12,65,0.0,0.0
12->66,12,66,0.0,0.0
12->67,12,67,0.0,0.0
12->68,12,68,0.0,0.0
12->69,12,69,0.0,0.0
12->70,12,70,0.0,0.0
12->71,12,71,0.0,0.0
12->72,12,72,0.0,0.0
12->73,12,73,0.0,0.0
12->74,12,74,0.0,0.0
13->13,13,13,0.0,0.0
13->1,13,1,0.0,0.0
13->2,13,2,0.0,0.0
13->3,13,3,86.78809,0.0
13->4,13,4,0.0,0.0
13->5,13,5,0.0,0.0
13->6,13,6,0.0,0.0
13->7,13,7,0.0,0.0
13->8,13,8,0.0,0.0
13->9,13,9,0.0,0.0
13->10,13,10,0.0,0.0
13->11,13,11,0.0,0.0
13->12,13,12,0.0,0.0
13->14,13,14,0.0,0.0
13->15,13,15,0.0,0.0
13->16,13,16,0.0,0.0
13->17,13,17,0.0,0.0
13->18,13,18,0.0,0.0
13->19,13,19,0.0,0.0
13->20,13,20,29.539054,0.0
13->21,13,21,46.76841,0.0
13->22,13,22,51.400936,0.0
13->23,13,23,0.0,0.0
13->24,13,24,0.0,0.0
13->25,13,25,0.0,0.0
13->26,13,26,0.0,0.0
13->27,13,27,0.0,0.0
13->28,13,28,0.0,0.0
13->29,13,29,54.525265,0.0
13->30,13,30,10.879468,0.0
13->31,13,31,10.879468,0.0
13->32,13,32,10.879468,0.0
13->33,13,33,10.879468,0.0
13->34,13,34,0.0,0.0
13->35,13,35,0.0,0.0
13->36,13,36,0.0,0.0
13->37,13,37,30.048272,0.0
13->38,13,38,30.048272,0.0
13->39,13,39,30.048272,0.0
13->40,13,40,30.048272,0.0
13->41,13,41,0.0,0.0
13->42,13,42,32.076354,0.0
13->43,13,43,0.0,0.0
13->44,13,44,0.0,0.0
13->45,13,45,0.0,0.0
13->46,13,46,0.0,0.0
13->47,13,47,0.0,0.0
13->48,13,48,18.612489,0.0
13->49,13,49,9.839607,0.0
13->50,13,50,10.662938,0.0
13->51,13,51,10.662938,0.0
13->52,13,52,4.778146,0.0
13->53,13,53,4.783582,0.0
13->54,13,54,1.950833,0.0
13->55,13,55,0.0,0.0
13->56,13,56,0.0,0.0
13->57,13,57,0.0,0.0
13->58,13,58,0.0,0.0
13->59,13,59,2.034743,0.0
13->60,13,60,2.034743,0.0
13->61,13,61,2.019167,0.0
13->62,13,62,2.007117,0.0
13->63,13,63,2.007117,0.0
13->64,13,64,2.007117,0.0
13->65,13,65,2.007117,0.0
13->66,13,66,2.007117,0.0
13->67,13,67,2.01248,0.0
13->68,13,68,0.0,0.0
13->69,13,69,9.568677,0.0
13->70,13,70,0.0,0.0
13->71,13,71,0.0,0.0
13->72,13,72,0.0,0.0
13->73,13,73,0.0,0.0
13->74,13,74,0.0,0.0
14->14,14,14,0.0,0.0
14->1,14,1,0.0,0.0
14->2,14,2,0.0,0.0
14->3,14,3,86.78809,0.0
14->4,14,4,0.0,0.0
14->5,14,5,0.0,0.0
14->6,14,6,0.0,0.0
14->7,14,7,0.0,0.0
14->8,14,8,0.0,0.0
14->9,14,9,0.0,0.0
14->10,14,10,0.0,0.0
14->11,14,11,0.0,0.0
14->12,14,12,0.0,0.0
14->13,14,13,0.0,0.0
14->15,14,15,0.0,0.0
14->16,14,16,0.0,0.0
14->17,14,17,0.0,0.0
14->18,14,18,0.0,0.0
14->19,14,19,0.0,0.0
14->20,14,20,29.539054,0.0
14->21,14,21,46.76841,0.0
14->22,14,22,51.400936,0.0
14->23,14,23,0.0,0.0
14->24,14,24,0.0,0.0
14->25,14,25,0.0,0.0
14->26,14,26,0.0,0.0
14->27,14,27,0.0,0.0
14->28,14,28,0.0,0.0
14->29,14,29,54.525265,0.0
14->30,14,30,10.879468,0.0
14->31,14,31,10.879468,0.0
14->32,14,32,10.879468,0.0
14->33,14,33,10.879468,0.0
14->34,14,34,0.0,0.0
14->35,14,35,0.0,0.0
14->36,14,36,0.0,0.0
14->37,14,37,30.048272,0.0
14->38,14,38,30.048272,0.0
14->39,14,39,30.048272,0.0
14->40,14,40,30.048272,0.0
14->41,14,41,0.0,0.0
14->42,14,42,32.076354,0.0
14->43,14,43,0.0,0.0
14->44,14,44,0.0,0.0
14->45,14,45,0.0,0.0
14->46,14,46,0.0,0.0
14->47,14,47,0.0,0.0
14->48,14,48,18.612489,0.0
14->49,14,49,9.839607,0.0
14->50,14,50,10.662938,0.0
14->51,14,51,10.662938,0.0
14->52,14,52,4.778146,0.0
14->53,14,53,4.783582,0.0
14->54,14,54,1.950833,0.0
14->55,14,55,0.0,0.0
14->56,14,56,0.0,0.0
14->57,14,57,0.0,0.0
14->58,14,58,0.0,0.0
14->59,14,59,2.034743,0.0
14->60,14,60,2.034743,0.0
14->61,14,61,2.019167,0.0
14->62,14,62,2.007117,0.0
14->63,14,63,2.007117,0.0
14->64,14,64,2.007117,0.0
14->65,14,65,2.007117,0.0
14->66,14,66,2.007117,0.0
14->67,14,67,2.01248,0.0
14->68,14,68,0.0,0.0
14->69,14,69,9.568677,0.0
14->70,14,70,0.0,0.0
14->71,14,71,0.0,0.0
14->72,14,72,0.0,0.0
14->73,14,73,0.0,0.0
14->74,14,74,0.0,0.0
15->15,15,15,0.0,0.0
15->1,15,1,0.0,0.0
15->2,15,2,0.0,0.0
15->3,15,3,0.0,0.0
15->4,15,4,0.0,0.0
15->5,15,5,0.0,0.0
15->6,15,6,0.0,0.0
15->7,15,7,0.0,0.0
15->8,15,8,0.0,0.0
15->9,15,9,0.0,0.0
15->10,15,10,0.0,0.0
15->11,15,11,0.0,0.0
15->12,15,12,0.0,0.0
15->13,15,13,0.0,0.0
15->14,15,14,0.0,0.0
15->16,15,16,0.0,0.0
15->17,15,17,0.0,0.0
15->18,15,18,0.0,0.0
15->19,15,19,0.0,0.0
15->20,15,20,0.0,0.0
15->21,15,21,0.0,0.0
15->22,15,22,0.0,0.0
15->23,15,23,0.0,0.0
15->24,15,24,0.0,0.0
15->25,15,25,0.0,0.0
15->26,15,26,0.0,0.0
15->27,15,27,0.0,0.0
15->28,15,28,0.0,0.0
15->29,15,29,0.0,0.0
15->30,15,30,0.0,0.0
15->31,15,31,0.0,0.0
15->32,15,32,0.0,0.0
15->33,15,33,0.0,0.0
15->34,15,34,0.0,0.0
15->35,15,35,0.0,0.0
15->36,15,36,0.0,0.0
15->37,15,37,0.0,0.0
15->38,15,38,0.0,0.0
15->39,15,39,0.0,0.0
15->40,15,40,0.0,0.0
15->41,15,41,0.0,0.0
15->42,15,42,0.0,0.0
15->43,15,43,0.0,0.0
15->44,15,44,0.0,0.0
15->45,15,45,0.0,0.0
15->46,15,46,0.0,0.0
15->47,15,47,0.0,0.0
15->48,15,48,0.0,0.0
15->49,15,49,0.0,0.0
15->50,15,50,0.0,0.0
15->51,15,51,0.0,0.0
15->52,15,52,0.0,0.0
15->53,15,53,0.0,0.0
15->54,15,54,0.0,0.0
15->55,15,55,0.0,0.0
15->56,15,56,0.0,0.0
15->57,15,57,0.0,0.0
15->58,15,58,0.0,0.0
15->59,15,59,0.0,0.0
15->60,15,60,0.0,0.0
15->61,15,61,0.0,0.0
15->62,15,62,0.0,0.0
15->63,15,63,0.0,0.0
15->64,15,64,0.0,0.0
15->65,15,65,0.0,0.0
15->66,15,66,0.0,0.0
15->67,15,67,0.0,0.0
15->68,15,68,0.0,0.0
15->69,15,69,0.0,0.0
15->70,15,70,0.0,0.0
15->71,15,71,0.0,0.0
15->72,15,72,0.0,0.0
15->73,15,73,0.0,0.0
15->74,15,74,0.0,0.0
16->16,16,16,0.0,0.0
16->1,16,1,0.0,0.0
16->2,16,2,0.0,0.0
16->3,16,3,0.0,0.0
16->4,16,4,0.0,0.0
16->5,16,5,0.0,0.0
16->6,16,6,0.0,0.0
16->7,16,7,0.0,0.0
16->8,16,8,0.0,0.0
16->9,16,9,0.0,0.0
16->10,16,10,260.414981,0.0
16->11,16,11,0.0,0.0
16->12,16,12,0.0,0.0
16->13,16,13,0.0,0.0
16->14,16,14,0.0,0.0
16->15,16,15,0.0,0.0
16->17,16,17,0.0,0.0
16->18,16,18,0.0,0.0
16->19,16,19,0.0,0.0
16->20,16,20,62.737552,0.0
16->21,16,21,688.877784,0.0
16->22,16,22,0.0,0.0
16->23,16,23,0.0,0.0
16->24,16,24,0.0,0.0
16->25,16,25,0.0,0.0
16->26,16,26,0.0,0.0
16->27,16,27,0.0,0.0
16->28,16,28,0.0,0.0
16->29,16,29,0.0,0.0
16->30,16,30,0.0,0.0
16->31,16,31,0.0,0.0
16->32,16,32,0.0,0.0
16->33,16,33,0.0,0.0
16->34,16,34,0.0,0.0
16->35,16,35,0.0,0.0
16->36,16,36,0.0,0.0
16->37,16,37,0.0,0.0
16->38,16,38,0.0,0.0
16->39,16,39,0.0,0.0
16->40,16,40,0.0,0.0
16->41,16,41,0.0,0.0
16->42,16,42,0.0,0.0
16->43,16,43,0.0,0.0
16->44,16,44,0.0,0.0
16->45,16,45,0.0,0.0
16->46,16,46,0.0,0.0
16->47,16,47,0.0,0.0
16->48,16,48,0.0,0.0
16->49,16,49,0.0,0.0
16->50,16,50,0.0,0.0
16->51,16,51,0.0,0.0
16->52,16,52,0.0,0.0
16->53,16,53,0.0,0.0
16->54,16,54,0.0,0.0
16->55,16,55,0.0,0.0
16->56,16,56,0.0,0.0
16->57,16,57,0.0,0.0
16->58,16,58,0.0,0.0
16->59,16,59,0.0,0.0
16->60,16,60,0.0,0.0
16->61,16,61,0.0,0.0
16->62,16,62,0.0,0.0
16->63,16,63,0.0,0.0
16->64,16,64,0.0,0.0
16->65,16,65,0.0,0.0
16->66,16,66,0.0,0.0
16->67,16,67,0.0,0.0
16->68,16,68,0.0,0.0
16->69,16,69,0.0,0.0
16->70,16,70,0.0,0.0
16->71,16,71,0.0,0.0
16->72,16,72,0.0,0.0
16->73,16,73,0.0,0.0
16->74,16,74,0.0,0.0
17->17,17,17,0.0,0.0
17->1,17,1,0.0,0.0
17->2,17,2,0.0,0.0
17->3,17,3,0.0,0.0
17->4,17,4,0.0,0.0
17->5,17,5,0.0,0.0
17->6,17,6,0.0,0.0
17->7,17,7,0.0,0.0
17->8,17,8,0.0,0.0
17->9,17,9,0.0,0.0
17->10,17,10,260.414981,0.0
17->11,17,11,0.0,0.0
17->12,17,12,0.0,0.0
17->13,17,13,0.0,0.0
17->14,17,14,0.0,0.0
17->15,17,15,0.0,0.0
17->16,17,16,0.0,0.0
17->18,17,18,0.0,0.0
17->19,17,19,0.0,0.0
17->20,17,20,62.737552,0.0
17->21,17,21,688.877784,0.0
17->22,17,22,0.0,0.0
17->23,17,23,0.0,0.0
17->24,17,24,0.0,0.0
17->25,17,25,0.0,0.0
17->26,17,26,0.0,0.0
17->27,17,27,0.0,0.0
17->28,17,28,0.0,0.0
17->29,17,29,0.0,0.0
17->30,17,30,0.0,0.0
17->31,17,31,0.0,0.0
17->32,17,32,0.0,0.0
17->33,17,33,0.0,0.0
17->34,17,34,0.0,0.0
17->35,17,35,0.0,0.0
17->36,17,36,0.0,0.0
17->37,17,37,0.0,0.0
17->38,17,38,0.0,0.0
17->39,17,39,0.0,0.0
17->40,17,40,0.0,0.0
17->41,17,41,0.0,0.0
17->42,17,42,0.0,0.0
17->43,17,43,0.0,0.0
17->44,17,44,0.0,0.0
17->45,17,45,0.0,0.0
17->46,17,46,0.0,0.0
17->47,17,47,0.0,0.0
17->48,17,48,0.0,0.0
17->49,17,49,0.0,0.0
17->50,17,50,0.0,0.0
17->51,17,51,0.0,0.0
17->52,17,52,0.0,0.0
17->53,17,53,0.0,0.0
17->54,17,54,0.0,0.0
17->55,17,55,0.0,0.0
17->56,17,56,0.0,0.0
17->57,17,57,0.0,0.0
17->58,17,58,0.0,0.0
17->59,17,59,0.0,0.0
17->60,17,60,0.0,0.0
17->61,17,61,0.0,0.0
17->62,17,62,0.0,0.0
17->63,17,63,0.0,0.0
17->64,17,64,0.0,0.0
17->65,17,65,0.0,0.0
17->66,17,66,0.0,0.0
17->67,17,67,0.0,0.0
17->68,17,68,0.0,0.0
17->69,17,69,0.0,0.0
17->70,17,70,0.0,0.0
17->71,17,71,0.0,0.0
17->72,17,72,0.0,0.0
17->73,17,73,0.0,0.0
17->74,17,74,0.0,0.0
18->18,18,18,0.0,0.0
18->1,18,1,0.0,0.0
18->2,18,2,0.0,0.0
18->3,18,3,0.0,0.0
18->4,18,4,0.0,0.0
18->5,18,5,0.0,0.0
18->6,18,6,0.0,0.0
18->7,18,7,0.0,0.0
18->8,18,8,0.0,0.0
18->9,18,9,0.0,0.0
18->10,18,10,260.414981,0.0
18->11,18,11,0.0,0.0
18->12,18,12,0.0,0.0
18->13,18,13,0.0,0.0
18->14,18,14,0.0,0.0
18->15,18,15,0.0,0.0
18->16,18,16,0.0,0.0
18->17,18,17,0.0,0.0
18->19,18,19,0.0,0.0
18->20,18,20,62.737552,0.0
18->21,18,21,688.877784,0.0
18->22,18,22,0.0,0.0
18->23,18,23,0.0,0.0
18->24,18,24,0.0,0.0
18->25,18,25,0.0,0.0
18->26,18,26,0.0,0.0
18->27,18,27,0.0,0.0
18->28,18,28,0.0,0.0
18->29,18,29,0.0,0.0
18->30,18,30,0.0,0.0
18->31,18,31,0.0,0.0
18->32,18,32,0.0,0.0
18->33,18,33,0.0,0.0
18->34,18,34,0.0,0.0
18->35,18,35,0.0,0.0
18->36,18,36,0.0,0.0
18->37,18,37,0.0,0.0
18->38,18,38,0.0,0.0
18->39,18,39,0.0,0.0
18->40,18,40,0.0,0.0
18->41,18,41,0.0,0.0
18->42,18,42,0.0,0.0
18->43,18,43,0.0,0.0
18->44,18,44,0.0,0.0
18->45,18,45,0.0,0.0
18->46,18,46,0.0,0.0
18->47,18,47,0.0,0.0
18->48,18,48,0.0,0.0
18->49,18,49,0.0,0.0
18->50,18,50,0.0,0.0
18->51,18,51,0.0,0.0
18->52,18,52,0.0,0.0
18->53,18,53,0.0,0.0
18->54,18,54,0.0,0.0
18->55,18,55,0.0,0.0
18->56,18,56,0.0,0.0
18->57,18,57,0.0,0.0
18->58,18,58,0.0,0.0
18->59,18,59,0.0,0.0
18->60,18,60,0.0,0.0
18->61,18,61,0.0,0.0
18->62,18,62,0.0,0.0
18->63,18,63,0.0,0.0
18->64,18,64,0.0,0.0
18->65,18,65,0.0,0.0
18->66,18,66,0.0,0.0
18->67,18,67,0.0,0.0
18->68,18,68,0.0,0.0
18->69,18,69,0.0,0.0
18->70,18,70,0.0,0.0
18->71,18,71,0.0,0.0
18->72,18,72,0.0,0.0
18->73,18,73,0.0,0.0
18->74,18,74,0.0,0.0
19->19,19,19,0.0,0.0
19->1,19,1,0.0,0.0
19->2,19,2,0.0,0.0
19->3,19,3,0.0,0.0
19->4,19,4,0.0,0.0
19->5,19,5,0.0,0.0
19->6,19,6,0.0,0.0
19->7,19,7,0.0,0.0
19->8,19,8,0.0,0.0
19->9,19,9,0.0,0.0
19->10,19,10,0.0,0.0
19->11,19,11,0.0,0.0
19->12,19,12,0.0,0.0
19->13,19,13,0.0,0.0
19->14,19,14,0.0,0.0
19->15,19,15,0.0,0.0
19->16,19,16,0.0,0.0
19->17,19,17,0.0,0.0
19->18,19,18,0.0,0.0
19->20,19,20,0.0,0.0
19->21,19,21,0.0,0.0
19->22,19,22,0.0,0.0
19->23,19,23,0.0,0.0
19->24,19,24,0.0,0.0
19->25,19,25,0.0,0.0
19->26,19,26,0.0,0.0
19->27,19,27,0.0,0.0
19->28,19,28,0.0,0.0
19->29,19,29,0.0,0.0
19->30,19,30,0.0,0.0
19->31,19,31,0.0,0.0
19->32,19,32,0.0,0.0
19->33,19,33,0.0,0.0
19->34,19,34,0.0,0.0
19->35,19,35,0.0,0.0
19->36,19,36,0.0,0.0
19->37,19,37,0.0,0.0
19->38,19,38,0.0,0.0
19->39,19,39,0.0,0.0
19->40,19,40,0.0,0.0
19->41,19,41,0.0,0.0
19->42,19,42,0.0,0.0
19->43,19,43,0.0,0.0
19->44,19,44,0.0,0.0
19->45,19,45,0.0,0.0
19->46,19,46,0.0,0.0
19->47,19,47,0.0,0.0
19->48,19,48,0.0,0.0
19->49,19,49,0.0,0.0
19->50,19,50,0.0,0.0
19->51,19,51,0.0,0.0
19->52,19,52,0.0,0.0
19->53,19,53,0.0,0.0
19->54,19,54,0.0,0.0
19->55,19,55,0.0,0.0
19->56,19,56,0.0,0.0
19->57,19,57,0.0,0.0
19->58,19,58,0.0,0.0
19->59,19,59,0.0,0.0
19->60,19,60,0.0,0.0
19->61,19,61,0.0,0.0
19->62,19,62,0.0,0.0
19->63,19,63,0.0,0.0
19->64,19,64,0.0,0.0
19->65,19,65,0.0,0.0
19->66,19,66,0.0,0.0
19->67,19,67,0.0,0.0
19->68,19,68,0.0,0.0
19->69,19,69,0.0,0.0
19->70,19,70,0.0,0.0
19->71,19,71,0.0,0.0
19->72,19,72,0.0,0.0
19->73,19,73,0.0,0.0
19->74,19,74,0.0,0.0
20->20,20,20,0.0,0.0
20->1,20,1,3.252073,0.0
20->2,20,2,0.0,0.0
20->3,20,3,3.391481,0.0
20->4,20,4,0.0,0.0
20->5,20,5,0.0,0.0
20->6,20,6,21.933356,0.0
20->7,20,7,0.0,0.0
20->8,20,8,0.0,0.0
20->9,20,9,0.0,0.0
20->10,20,10,0.0,0.0
20->11,20,11,0.0,0.0
20->12,20,12,0.0,0.0
20->13,20,13,18.287751,0.0
20->14,20,14,18.287751,0.0
20->15,20,15,0.0,0.0
20->16,20,16,33.115467,0.0
20->17,20,17,33.115467,0.0
20->18,20,18,33.115467,0.0
20->19,20,19,0.0,0.0
20->21,20,21,45.27844,0.0
20->22,20,22,35.129881,0.0
20->23,20,23,0.0,0.0
20->24,20,24,0.0,0.0
20->25,20,25,0.0,0.0
20->26,20,26,0.0,0.0
20->27,20,27,0.0,0.0
20->28,20,28,0.0,0.0
20->29,20,29,33.350341,0.0
20->30,20,30,0.0,0.0
20->31,20,31,0.0,0.0
20->32,20,32,0.0,0.0
20->33,20,33,0.0,0.0
20->34,20,34,0.0,0.0
20->35,20,35,0.0,0.0
20->36,20,36,0.0,0.0
20->37,20,37,22.259766,0.0
20->38,20,38,22.259766,0.0
20->39,20,39,22.259766,0.0
20->40,20,40,22.259766,0.0
20->41,20,41,0.0,0.0
20->42,20,42,0.0,0.0
20->43,20,43,0.0,0.0
20->44,20,44,0.0,0.0
20->45,20,45,0.0,0.0
20->46,20,46,0.0,0.0
20->47,20,47,0.0,0.0
20->48,20,48,15.777547,0.0
20->49,20,49,8.825479,0.0
20->50,20,50,9.573856,0.0
20->51,20,51,9.573856,0.0
20->52,20,52,4.553094,0.0
20->53,20,53,4.532077,0.0
20->54,20,54,6.749569,0.0
20->55,20,55,0.0,0.0
20->56,20,56,0.0,0.0
20->57,20,57,0.0,0.0
20->58,20,58,0.0,0.0
20->59,20,59,8.792995,0.0
20->60,20,60,8.792995,0.0
20->61,20,61,7.339336,0.0
20->62,20,62,7.642929,0.0
20->63,20,63,7.642929,0.0
20->64,20,64,7.642929,0.0
20->65,20,65,7.642929,0.0
20->66,20,66,7.642929,0.0
20->67,20,67,7.803461,0.0
20->68,20,68,0.0,0.0
20->69,20,69,8.319704,0.0
20->70,20,70,0.0,0.0
20->71,20,71,0.0,0.0
20->72,20,72,0.0,0.0
20->73,20,73,0.0,0.0
20->74,20,74,0.0,0.0
21->21,21,21,0.0,0.0
21->1,21,1,0.600509,0.0
21->2,21,2,69.588982,0.0
21->3,21,3,34.152265,0.0
21->4,21,4,0.0,0.0
21->5,21,5,0.0,0.0
21->6,21,6,90.624224,0.0
21->7,21,7,0.0,0.0
21->8,21,8,0.0,0.0
21->9,21,9,0.0,0.0
21->10,21,10,82.94767,0.0
21->11,21,11,0.0,0.0
21->12,21,12,0.0,0.0
21->13,21,13,31.164585,0.0
21->14,21,14,31.164585,0.0
21->15,21,15,0.0,0.0
21->16,21,16,130.672428,0.0
21->17,21,17,130.672428,0.0
21->18,21,18,130.672428,0.0
21->19,21,19,0.0,0.0
21->20,21,20,69.508539,0.0
21->22,21,22,165.778825,0.0
21->23,21,23,0.0,0.0
21->24,21,24,0.0,0.0
21->25,21,25,0.0,0.0
21->26,21,26,0.0,0.0
21->27,21,27,0.0,0.0
21->28,21,28,0.0,0.0
21->29,21,29,127.215304,0.0
21->30,21,30,343.118218,0.0
21->31,21,31,343.118218,0.0
21->32,21,32,343.118218,0.0
21->33,21,33,343.118218,0.0
21->34,21,34,0.0,0.0
21->35,21,35,0.0,0.0
21->36,21,36,0.0,0.0
21->37,21,37,43.112684,0.0
21->38,21,38,43.112684,0.0
21->39,21,39,43.112684,0.0
21->40,21,40,43.112684,0.0
21->41,21,41,0.0,0.0
21->42,21,42,0.0,0.0
21->43,21,43,0.0,0.0
21->44,21,44,0.0,0.0
21->45,21,45,0.0,0.0
21->46,21,46,0.0,0.0
21->47,21,47,0.0,0.0
21->48,21,48,25.087764,0.0
21->49,21,49,11.060213,0.0
21->50,21,50,12.263162,0.0
21->51,21,51,12.263162,0.0
21->52,21,52,5.013749,0.0
21->53,21,53,5.135306,0.0
21->54,21,54,2.470772,0.0
21->55,21,55,0.0,0.0
21->56,21,56,0.0,0.0
21->57,21,57,0.0,0.0
21->58,21,58,0.0,0.0
21->59,21,59,2.681068,0.0
21->60,21,60,2.681068,0.0
21->61,21,61,2.552272,0.0
21->62,21,62,2.594958,0.0
21->63,21,63,2.594958,0.0
21->64,21,64,2.594958,0.0
21->65,21,65,2.594958,0.0
21->66,21,66,2.594958,0.0
21->67,21,67,2.604952,0.0
21->68,21,68,0.0,0.0
21->69,21,69,113.704639,0.0
21->70,21,70,0.0,0.0
21->71,21,71,0.0,0.0
21->72,21,72,0.0,0.0
21->73,21,73,0.0,0.0
21->74,21,74,0.0,0.0
22->22,22,22,0.0,0.0
22->1,22,1,0.600056,0.0
22->2,22,2,44.509766,0.0
22->3,22,3,43.44791,0.0
22->4,22,4,0.0,0.0
22->5,22,5,0.0,0.0
22->6,22,6,203.084968,0.0
22->7,22,7,0.0,0.0
22->8,22,8,0.0,0.0
22->9,22,9,0.0,0.0
22->10,22,10,212.162678,0.0
22->11,22,11,0.0,0.0
22->12,22,12,0.0,0.0
22->13,22,13,38.866391,0.0
22->14,22,14,38.866391,0.0
22->15,22,15,0.0,0.0
22->16,22,16,0.0,0.0
22->17,22,17,0.0,0.0
22->18,22,18,0.0,0.0
22->19,22,19,0.0,0.0
22->20,22,20,56.677571,0.0
22->21,22,21,366.769954,0.0
22->23,22,23,0.0,0.0
22->24,22,24,0.0,0.0
22->25,22,25,0.0,0.0
22->26,22,26,0.0,0.0
22->27,22,27,0.0,0.0
22->28,22,28,0.0,0.0
22->29,22,29,689.866708,0.0
22->30,22,30,18.184193,0.0
22->31,22,31,18.184193,0.0
22->32,22,32,18.184193,0.0
22->33,22,33,18.184193,0.0
22->34,22,34,0.0,0.0
22->35,22,35,0.0,0.0
22->36,22,36,0.0,0.0
22->37,22,37,59.84674,0.0
22->38,22,38,59.84674,0.0
22->39,22,39,59.84674,0.0
22->40,22,40,59.84674,0.0
22->41,22,41,0.0,0.0
22->42,22,42,173.300132,0.0
22->43,22,43,0.0,0.0
22->44,22,44,0.0,0.0
22->45,22,45,0.0,0.0
22->46,22,46,0.0,0.0
22->47,22,47,0.0,0.0
22->48,22,48,33.526332,0.0
22->49,22,49,11.874589,0.0
22->50,22,50,13.242918,0.0
22->51,22,51,13.242918,0.0
22->52,22,52,5.197101,0.0
22->53,22,53,5.198821,0.0
22->54,22,54,2.031226,0.0
22->55,22,55,0.0,0.0
22->56,22,56,0.0,0.0
22->57,22,57,0.0,0.0
22->58,22,58,0.0,0.0
22->59,22,59,2.129852,0.0
22->60,22,60,2.129852,0.0
22->61,22,61,2.10535,0.0
22->62,22,62,2.091389,0.0
22->63,22,63,2.091389,0.0
22->64,22,64,2.091389,0.0
22->65,22,65,2.091389,0.0
22->66,22,66,2.091389,0.0
22->67,22,67,2.100453,0.0
22->68,22,68,0.0,0.0
22->69,22,69,13.610696,0.0
22->70,22,70,0.0,0.0
22->71,22,71,0.0,0.0
22->72,22,72,0.0,0.0
22->73,22,73,0.0,0.0
22->74,22,74,0.0,0.0
23->23,23,23,0.0,0.0
23->1,23,1,0.0,0.0
23->2,23,2,0.0,0.0
23->3,23,3,0.0,0.0
23->4,23,4,0.0,0.0
23->5,23,5,0.0,0.0
23->6,23,6,0.0,0.0
23->7,23,7,0.0,0.0
23->8,23,8,0.0,0.0
23->9,23,9,0.0,0.0
23->10,23,10,0.0,0.0
23->11,23,11,0.0,0.0
23->12,23,12,0.0,0.0
23->13,23,13,0.0,0.0
23->14,23,14,0.0,0.0
23->15,23,15,0.0,0.0
23->16,23,16,0.0,0.0
23->17,23,17,0.0,0.0
23->18,23,18,0.0,0.0
23->19,23,19,0.0,0.0
23->20,23,20,0.0,0.0
23->21,23,21,0.0,0.0
23->22,23,22,0.0,0.0
23->24,23,24,0.0,0.0
23->25,23,25,0.0,0.0
23->26,23,26,0.0,0.0
23->27,23,27,0.0,0.0
23->28,23,28,0.0,0.0
23->29,23,29,0.0,0.0
23->30,23,30,0.0,0.0
23->31,23,31,0.0,0.0
23->32,23,32,0.0,0.0
23->33,23,33,0.0,0.0
23->34,23,34,0.0,0.0
23->35,23,35,0.0,0.0
23->36,23,36,0.0,0.0
23->37,23,37,0.0,0.0
23->38,23,38,0.0,0.0
23->39,23,39,0.0,0.0
23->40,23,40,0.0,0.0
23->41,23,41,0.0,0.0
23->42,23,42,204.469722,0.0
23->43,23,43,0.0,0.0
23->44,23,44,0.0,0.0
23->45,23,45,0.0,0.0
23->46,23,46,0.0,0.0
23->47,23,47,0.0,0.0
23->48,23,48,108.105939,0.0
23->49,23,49,0.0,0.0
23->50,23,50,0.0,0.0
23->51,23,51,0.0,0.0
23->52,23,52,271.588602,0.0
23->53,23,53,208.158371,0.0
23->54,23,54,27.61604,0.0
23->55,23,55,0.0,0.0
23->56,23,56,0.0,0.0
23->57,23,57,84.474335,0.0
23->58,23,58,0.0,0.0
23->59,23,59,142.622365,0.0
23->60,23,60,142.622365,0.0
23->61,23,61,49.334142,0.0
23->62,23,62,42.32433,0.0
23->63,23,63,42.32433,0.0
23->64,23,64,42.32433,0.0
23->65,23,65,42.32433,0.0
23->66,23,66,42.32433,0.0
23->67,23,67,55.673431,0.0
23->68,23,68,0.0,0.0
23->69,23,69,0.0,0.0
23->70,23,70,0.0,0.0
23->71,23,71,0.0,0.0
23->72,23,72,0.0,0.0
23->73,23,73,0.0,0.0
23->74,23,74,0.0,0.0
24->24,24,24,0.0,0.0
24->1,24,1,0.0,0.0
24->2,24,2,0.0,0.0
24->3,24,3,0.0,0.0
24->4,24,4,0.0,0.0
24->5,24,5,0.0,0.0
24->6,24,6,0.0,0.0
24->7,24,7,0.0,0.0
24->8,24,8,0.0,0.0
24->9,24,9,0.0,0.0
24->10,24,10,0.0,0.0
24->11,24,11,0.0,0.0
24->12,24,12,0.0,0.0
24->13,24,13,0.0,0.0
24->14,24,14,0.0,0.0
24->15,24,15,0.0,0.0
24->16,24,16,0.0,0.0
24->17,24,17,0.0,0.0
24->18,24,18,0.0,0.0
24->19,24,19,0.0,0.0
24->20,24,20,0.0,0.0
24->21,24,21,0.0,0.0
24->22,24,22,0.0,0.0
24->23,24,23,0.0,0.0
24->25,24,25,0.0,0.0
